a,b,c,d,result
284,359,55,255,333
284,359,55,351,237
284,359,138,243,262
284,359,138,304,201
284,359,138,255,250
284,359,138,351,154
284,359,138,157,348
284,359,138,153,352
284,359,243,304,96
284,359,243,255,145
284,359,243,351,49
284,359,243,157,243
284,359,243,79,321
284,359,243,153,247
284,359,304,255,84
284,359,304,157,182
284,359,304,79,260
284,359,304,153,186
284,359,255,351,37
284,359,255,157,231
284,359,255,79,309
284,359,255,153,235
284,359,351,157,135
284,359,351,79,213
284,359,351,153,139
284,359,157,153,333
284,365,55,243,351
284,365,55,304,290
284,365,55,255,339
284,365,55,351,243
284,365,138,243,268
284,365,138,304,207
284,365,138,255,256
284,365,138,351,160
284,365,138,157,354
284,365,138,153,358
284,365,243,304,102
284,365,243,255,151
284,365,243,351,55
284,365,243,157,249
284,365,243,79,327
284,365,243,153,253
284,365,304,255,90
284,365,304,157,188
284,365,304,79,266
284,365,304,153,192
284,365,255,351,43
284,365,255,157,237
284,365,255,79,315
284,365,255,153,241
284,365,351,157,141
284,365,351,79,219
284,365,351,153,145
284,365,157,153,339
284,55,138,157,44
284,55,138,79,122
284,55,138,153,48
284,55,243,79,17
284,55,255,79,5
284,55,157,79,103
284,55,157,153,29
284,55,79,153,107
284,138,243,157,22
284,138,243,79,100
284,138,243,153,26
284,138,304,79,39
284,138,255,157,10
284,138,255,79,88
284,138,255,153,14
284,138,157,79,186
284,138,157,153,112
284,138,79,153,190
284,243,304,157,66
284,243,304,79,144
284,243,304,153,70
284,243,255,157,115
284,243,255,79,193
284,243,255,153,119
284,243,351,157,19
284,243,351,79,97
284,243,351,153,23
284,243,157,79,291
284,243,157,153,217
284,243,79,153,295
284,304,255,157,176
284,304,255,79,254
284,304,255,153,180
284,304,351,157,80
284,304,351,79,158
284,304,351,153,84
284,304,157,79,352
284,304,157,153,278
284,304,79,153,356
284,255,351,157,31
284,255,351,79,109
284,255,351,153,35
284,255,157,79,303
284,255,157,153,229
284,255,79,153,307
284,351,157,153,325
284,157,79,153,209
304,306,315,55,240
304,306,315,138,157
304,306,315,243,52
304,306,315,255,40
304,306,315,157,138
304,306,315,79,216
304,306,315,153,142
304,306,329,55,226
304,306,329,138,143
304,306,329,243,38
304,306,329,255,26
304,306,329,157,124
304,306,329,79,202
304,306,329,153,128
304,306,330,55,225
304,306,330,138,142
304,306,330,243,37
304,306,330,255,25
304,306,330,157,123
304,306,330,79,201
304,306,330,153,127
304,306,358,55,197
304,306,358,138,114
304,306,358,243,9
304,306,358,157,95
304,306,358,79,173
304,306,358,153,99
304,306,359,55,196
304,306,359,138,113
304,306,359,243,8
304,306,359,157,94
304,306,359,79,172
304,306,359,153,98
304,306,365,55,190
304,306,365,138,107
304,306,365,243,2
304,306,365,157,88
304,306,365,79,166
304,306,365,153,92
304,306,55,243,312
304,306,55,304,251
304,306,55,255,300
304,306,55,351,204
304,306,138,243,229
304,306,138,304,168
304,306,138,255,217
304,306,138,351,121
304,306,138,157,315
304,306,138,153,319
304,306,243,304,63
304,306,243,255,112
304,306,243,351,16
304,306,243,157,210
304,306,243,79,288
304,306,243,153,214
304,306,304,255,51
304,306,304,157,149
304,306,304,79,227
304,306,304,153,153
304,306,255,351,4
304,306,255,157,198
304,306,255,79,276
304,306,255,153,202
304,306,351,157,102
304,306,351,79,180
304,306,351,153,106
304,306,157,153,300
304,315,329,55,235
304,315,329,138,152
304,315,329,243,47
304,315,329,255,35
304,315,329,157,133
304,315,329,79,211
304,315,329,153,137
304,315,330,55,234
304,315,330,138,151
304,315,330,243,46
304,315,330,255,34
304,315,330,157,132
304,315,330,79,210
304,315,330,153,136
304,315,358,55,206
304,315,358,138,123
304,315,358,243,18
304,315,358,255,6
304,315,358,157,104
304,315,358,79,182
304,315,358,153,108
304,315,359,55,205
304,315,359,138,122
304,315,359,243,17
304,315,359,255,5
304,315,359,157,103
304,315,359,79,181
304,315,359,153,107
304,315,365,55,199
304,315,365,138,116
304,315,365,243,11
304,315,365,157,97
304,315,365,79,175
304,315,365,153,101
304,315,55,243,321
304,315,55,304,260
304,315,55,255,309
304,315,55,351,213
304,315,138,243,238
304,315,138,304,177
304,315,138,255,226
304,315,138,351,130
304,315,138,157,324
304,315,138,153,328
304,315,243,304,72
304,315,243,255,121
304,315,243,351,25
304,315,243,157,219
304,315,243,79,297
304,315,243,153,223
304,315,304,255,60
304,315,304,157,158
304,315,304,79,236
304,315,304,153,162
304,315,255,351,13
304,315,255,157,207
304,315,255,79,285
304,315,255,153,211
304,315,351,157,111
304,315,351,79,189
304,315,351,153,115
304,315,157,153,309
304,329,330,55,248
304,329,330,138,165
304,329,330,243,60
304,329,330,255,48
304,329,330,157,146
304,329,330,79,224
304,329,330,153,150
304,329,358,55,220
304,329,358,138,137
304,329,358,243,32
304,329,358,255,20
304,329,358,157,118
304,329,358,79,196
304,329,358,153,122
304,329,359,55,219
304,329,359,138,136
304,329,359,243,31
304,329,359,255,19
304,329,359,157,117
304,329,359,79,195
304,329,359,153,121
304,329,365,55,213
304,329,365,138,130
304,329,365,243,25
304,329,365,255,13
304,329,365,157,111
304,329,365,79,189
304,329,365,153,115
304,329,55,243,335
304,329,55,304,274
304,329,55,255,323
304,329,55,351,227
304,329,138,243,252
304,329,138,304,191
304,329,138,255,240
304,329,138,351,144
304,329,138,157,338
304,329,138,153,342
304,329,243,304,86
304,329,243,255,135
304,329,243,351,39
304,329,243,157,233
304,329,243,79,311
304,329,243,153,237
304,329,304,255,74
304,329,304,157,172
304,329,304,79,250
304,329,304,153,176
304,329,255,351,27
304,329,255,157,221
304,329,255,79,299
304,329,255,153,225
304,329,351,157,125
304,329,351,79,203
304,329,351,153,129
304,329,157,153,323
304,330,358,55,221
304,330,358,138,138
304,330,358,243,33
304,330,358,255,21
304,330,358,157,119
304,330,358,79,197
304,330,358,153,123
304,330,359,55,220
304,330,359,138,137
304,330,359,243,32
304,330,359,255,20
304,330,359,157,118
304,330,359,79,196
304,330,359,153,122
304,330,365,55,214
304,330,365,138,131
304,330,365,243,26
304,330,365,255,14
304,330,365,157,112
304,330,365,79,190
304,330,365,153,116
304,330,55,243,336
304,330,55,304,275
304,330,55,255,324
304,330,55,351,228
304,330,138,243,253
304,330,138,304,192
304,330,138,255,241
304,330,138,351,145
304,330,138,157,339
304,330,138,153,343
304,330,243,304,87
304,330,243,255,136
304,330,243,351,40
304,330,243,157,234
304,330,243,79,312
304,330,243,153,238
304,330,304,255,75
304,330,304,157,173
304,330,304,79,251
304,330,304,153,177
304,330,255,351,28
304,330,255,157,222
304,330,255,79,300
304,330,255,153,226
304,330,351,157,126
304,330,351,79,204
304,330,351,153,130
304,330,157,153,324
304,358,359,55,248
304,358,359,138,165
304,358,359,243,60
304,358,359,255,48
304,358,359,157,146
304,358,359,79,224
304,358,359,153,150
304,358,365,55,242
304,358,365,138,159
304,358,365,243,54
304,358,365,255,42
304,358,365,157,140
304,358,365,79,218
304,358,365,153,144
304,358,55,243,364
304,358,55,304,303
304,358,55,255,352
304,358,55,351,256
304,358,138,243,281
304,358,138,304,220
304,358,138,255,269
304,358,138,351,173
304,358,243,304,115
304,358,243,255,164
304,358,243,351,68
304,358,243,157,262
304,358,243,79,340
304,358,243,153,266
304,358,304,255,103
304,358,304,351,7
304,358,304,157,201
304,358,304,79,279
304,358,304,153,205
304,358,255,351,56
304,358,255,157,250
304,358,255,79,328
304,358,255,153,254
304,358,351,157,154
304,358,351,79,232
304,358,351,153,158
304,358,157,153,352
304,359,365,55,243
304,359,365,138,160
304,359,365,243,55
304,359,365,255,43
304,359,365,157,141
304,359,365,79,219
304,359,365,153,145
304,359,55,243,365
304,359,55,304,304
304,359,55,255,353
304,359,55,351,257
304,359,138,243,282
304,359,138,304,221
304,359,138,255,270
304,359,138,351,174
304,359,243,304,116
304,359,243,255,165
304,359,243,351,69
304,359,243,157,263
304,359,243,79,341
304,359,243,153,267
304,359,304,255,104
304,359,304,351,8
304,359,304,157,202
304,359,304,79,280
304,359,304,153,206
304,359,255,351,57
304,359,255,157,251
304,359,255,79,329
304,359,255,153,255
304,359,351,157,155
304,359,351,79,233
304,359,351,153,159
304,359,157,153,353
304,365,55,304,310
304,365,55,255,359
304,365,55,351,263
304,365,138,243,288
304,365,138,304,227
304,365,138,255,276
304,365,138,351,180
304,365,243,304,122
304,365,243,255,171
304,365,243,351,75
304,365,243,157,269
304,365,243,79,347
304,365,243,153,273
304,365,304,255,110
304,365,304,351,14
304,365,304,157,208
304,365,304,79,286
304,365,304,153,212
304,365,255,351,63
304,365,255,157,257
304,365,255,79,335
304,365,255,153,261
304,365,351,157,161
304,365,351,79,239
304,365,351,153,165
304,365,157,153,359
304,55,138,157,64
304,55,138,79,142
304,55,138,153,68
304,55,243,79,37
304,55,255,79,25
304,55,157,79,123
304,55,157,153,49
304,55,79,153,127
304,138,243,157,42
304,138,243,79,120
304,138,243,153,46
304,138,304,79,59
304,138,255,157,30
304,138,255,79,108
304,138,255,153,34
304,138,351,79,12
304,138,157,79,206
304,138,157,153,132
304,138,79,153,210
304,243,304,157,86
304,243,304,79,164
304,243,304,153,90
304,243,255,157,135
304,243,255,79,213
304,243,255,153,139
304,243,351,157,39
304,243,351,79,117
304,243,351,153,43
304,243,157,79,311
304,243,157,153,237
304,243,79,153,315
304,304,255,351,2
304,304,255,157,196
304,304,255,79,274
304,304,255,153,200
304,304,351,157,100
304,304,351,79,178
304,304,351,153,104
304,304,157,153,298
304,255,351,157,51
304,255,351,79,129
304,255,351,153,55
304,255,157,79,323
304,255,157,153,249
304,255,79,153,327
304,351,157,153,345
304,157,79,153,229
306,315,329,55,237
306,315,329,138,154
306,315,329,243,49
306,315,329,255,37
306,315,329,157,135
306,315,329,79,213
306,315,329,153,139
306,315,330,55,236
306,315,330,138,153
306,315,330,243,48
306,315,330,255,36
306,315,330,157,134
306,315,330,79,212
306,315,330,153,138
306,315,358,55,208
306,315,358,138,125
306,315,358,243,20
306,315,358,255,8
306,315,358,157,106
306,315,358,79,184
306,315,358,153,110
306,315,359,55,207
306,315,359,138,124
306,315,359,243,19
306,315,359,255,7
306,315,359,157,105
306,315,359,79,183
306,315,359,153,109
306,315,365,55,201
306,315,365,138,118
306,315,365,243,13
306,315,365,255,1
306,315,365,157,99
306,315,365,79,177
306,315,365,153,103
306,315,55,243,323
306,315,55,304,262
306,315,55,255,311
306,315,55,351,215
306,315,138,243,240
306,315,138,304,179
306,315,138,255,228
306,315,138,351,132
306,315,138,157,326
306,315,138,153,330
306,315,243,304,74
306,315,243,255,123
306,315,243,351,27
306,315,243,157,221
306,315,243,79,299
306,315,243,153,225
306,315,304,255,62
306,315,304,157,160
306,315,304,79,238
306,315,304,153,164
306,315,255,351,15
306,315,255,157,209
306,315,255,79,287
306,315,255,153,213
306,315,351,157,113
306,315,351,79,191
306,315,351,153,117
306,315,157,153,311
306,329,330,55,250
306,329,330,138,167
306,329,330,243,62
306,329,330,304,1
306,329,330,255,50
306,329,330,157,148
306,329,330,79,226
306,329,330,153,152
306,329,358,55,222
306,329,358,138,139
306,329,358,243,34
306,329,358,255,22
306,329,358,157,120
306,329,358,79,198
306,329,358,153,124
306,329,359,55,221
306,329,359,138,138
306,329,359,243,33
306,329,359,255,21
306,329,359,157,119
306,329,359,79,197
306,329,359,153,123
306,329,365,55,215
306,329,365,138,132
306,329,365,243,27
306,329,365,255,15
306,329,365,157,113
306,329,365,79,191
306,329,365,153,117
306,329,55,243,337
306,329,55,304,276
306,329,55,255,325
306,329,55,351,229
306,329,138,243,254
306,329,138,304,193
306,329,138,255,242
306,329,138,351,146
306,329,138,157,340
306,329,138,153,344
306,329,243,304,88
306,329,243,255,137
306,329,243,351,41
306,329,243,157,235
306,329,243,79,313
306,329,243,153,239
306,329,304,255,76
306,329,304,157,174
306,329,304,79,252
306,329,304,153,178
306,329,255,351,29
306,329,255,157,223
306,329,255,79,301
306,329,255,153,227
306,329,351,157,127
306,329,351,79,205
306,329,351,153,131
306,329,157,153,325
306,330,358,55,223
306,330,358,138,140
306,330,358,243,35
306,330,358,255,23
306,330,358,157,121
306,330,358,79,199
306,330,358,153,125
306,330,359,55,222
306,330,359,138,139
306,330,359,243,34
306,330,359,255,22
306,330,359,157,120
306,330,359,79,198
306,330,359,153,124
306,330,365,55,216
306,330,365,138,133
306,330,365,243,28
306,330,365,255,16
306,330,365,157,114
306,330,365,79,192
306,330,365,153,118
306,330,55,243,338
306,330,55,304,277
306,330,55,255,326
306,330,55,351,230
306,330,138,243,255
306,330,138,304,194
306,330,138,255,243
306,330,138,351,147
306,330,138,157,341
306,330,138,153,345
306,330,243,304,89
306,330,243,255,138
306,330,243,351,42
306,330,243,157,236
306,330,243,79,314
306,330,243,153,240
306,330,304,255,77
306,330,304,157,175
306,330,304,79,253
306,330,304,153,179
306,330,255,351,30
306,330,255,157,224
306,330,255,79,302
306,330,255,153,228
306,330,351,157,128
306,330,351,79,206
306,330,351,153,132
306,330,157,153,326
306,358,359,55,250
306,358,359,138,167
306,358,359,243,62
306,358,359,304,1
306,358,359,255,50
306,358,359,157,148
306,358,359,79,226
306,358,359,153,152
306,358,365,55,244
306,358,365,138,161
306,358,365,243,56
306,358,365,255,44
306,358,365,157,142
306,358,365,79,220
306,358,365,153,146
306,358,55,304,305
306,358,55,255,354
306,358,55,351,258
306,358,138,243,283
306,358,138,304,222
306,358,138,255,271
306,358,138,351,175
306,358,243,304,117
306,358,243,255,166
306,358,243,351,70
306,358,243,157,264
306,358,243,79,342
306,358,243,153,268
306,358,304,255,105
306,358,304,351,9
306,358,304,157,203
306,358,304,79,281
306,358,304,153,207
306,358,255,351,58
306,358,255,157,252
306,358,255,79,330
306,358,255,153,256
306,358,351,157,156
306,358,351,79,234
306,358,351,153,160
306,358,157,153,354
306,359,365,55,245
306,359,365,138,162
306,359,365,243,57
306,359,365,255,45
306,359,365,157,143
306,359,365,79,221
306,359,365,153,147
306,359,55,304,306
306,359,55,255,355
306,359,55,351,259
306,359,138,243,284
306,359,138,304,223
306,359,138,255,272
306,359,138,351,176
306,359,243,304,118
306,359,243,255,167
306,359,243,351,71
306,359,243,157,265
306,359,243,79,343
306,359,243,153,269
306,359,304,255,106
306,359,304,351,10
306,359,304,157,204
306,359,304,79,282
306,359,304,153,208
306,359,255,351,59
306,359,255,157,253
306,359,255,79,331
306,359,255,153,257
306,359,351,157,157
306,359,351,79,235
306,359,351,153,161
306,359,157,153,355
306,365,55,304,312
306,365,55,255,361
306,365,55,351,265
306,365,138,243,290
306,365,138,304,229
306,365,138,255,278
306,365,138,351,182
306,365,243,304,124
306,365,243,255,173
306,365,243,351,77
306,365,243,157,271
306,365,243,79,349
306,365,243,153,275
306,365,304,255,112
306,365,304,351,16
306,365,304,157,210
306,365,304,79,288
306,365,304,153,214
306,365,255,351,65
306,365,255,157,259
306,365,255,79,337
306,365,255,153,263
306,365,351,157,163
306,365,351,79,241
306,365,351,153,167
306,365,157,153,361
306,55,138,157,66
306,55,138,79,144
306,55,138,153,70
306,55,243,79,39
306,55,255,79,27
306,55,157,79,125
306,55,157,153,51
306,55,79,153,129
306,138,243,157,44
306,138,243,79,122
306,138,243,153,48
306,138,304,79,61
306,138,255,157,32
306,138,255,79,110
306,138,255,153,36
306,138,351,79,14
306,138,157,79,208
306,138,157,153,134
306,138,79,153,212
306,243,304,157,88
306,243,304,79,166
306,243,304,153,92
306,243,255,157,137
306,243,255,79,215
306,243,255,153,141
306,243,351,157,41
306,243,351,79,119
306,243,351,153,45
306,243,157,79,313
306,243,157,153,239
306,243,79,153,317
306,304,255,351,4
306,304,255,157,198
306,304,255,79,276
306,304,255,153,202
306,304,351,157,102
306,304,351,79,180
306,304,351,153,106
306,304,157,153,300
306,255,351,157,53
306,255,351,79,131
306,255,351,153,57
306,255,157,79,325
306,255,157,153,251
306,255,79,153,329
306,351,157,153,347
306,157,79,153,231
315,329,330,55,259
315,329,330,138,176
315,329,330,243,71
315,329,330,304,10
315,329,330,255,59
315,329,330,157,157
315,329,330,79,235
315,329,330,153,161
315,329,358,55,231
315,329,358,138,148
315,329,358,243,43
315,329,358,255,31
315,329,358,157,129
315,329,358,79,207
315,329,358,153,133
315,329,359,55,230
315,329,359,138,147
315,329,359,243,42
315,329,359,255,30
315,329,359,157,128
315,329,359,79,206
315,329,359,153,132
315,329,365,55,224
315,329,365,138,141
315,329,365,243,36
315,329,365,255,24
315,329,365,157,122
315,329,365,79,200
315,329,365,153,126
315,329,55,243,346
315,329,55,304,285
315,329,55,255,334
315,329,55,351,238
315,329,138,243,263
315,329,138,304,202
315,329,138,255,251
315,329,138,351,155
315,329,138,157,349
315,329,138,153,353
315,329,243,304,97
315,329,243,255,146
315,329,243,351,50
315,329,243,157,244
315,329,243,79,322
315,329,243,153,248
315,329,304,255,85
315,329,304,157,183
315,329,304,79,261
315,329,304,153,187
315,329,255,351,38
315,329,255,157,232
315,329,255,79,310
315,329,255,153,236
315,329,351,157,136
315,329,351,79,214
315,329,351,153,140
315,329,157,153,334
315,330,358,55,232
315,330,358,138,149
315,330,358,243,44
315,330,358,255,32
315,330,358,157,130
315,330,358,79,208
315,330,358,153,134
315,330,359,55,231
315,330,359,138,148
315,330,359,243,43
315,330,359,255,31
315,330,359,157,129
315,330,359,79,207
315,330,359,153,133
315,330,365,55,225
315,330,365,138,142
315,330,365,243,37
315,330,365,255,25
315,330,365,157,123
315,330,365,79,201
315,330,365,153,127
315,330,55,243,347
315,330,55,304,286
315,330,55,255,335
315,330,55,351,239
315,330,138,243,264
315,330,138,304,203
315,330,138,255,252
315,330,138,351,156
315,330,138,157,350
315,330,138,153,354
315,330,243,304,98
315,330,243,255,147
315,330,243,351,51
315,330,243,157,245
315,330,243,79,323
315,330,243,153,249
315,330,304,255,86
315,330,304,157,184
315,330,304,79,262
315,330,304,153,188
315,330,255,351,39
315,330,255,157,233
315,330,255,79,311
315,330,255,153,237
315,330,351,157,137
315,330,351,79,215
315,330,351,153,141
315,330,157,153,335
315,358,359,55,259
315,358,359,138,176
315,358,359,243,71
315,358,359,304,10
315,358,359,255,59
315,358,359,157,157
315,358,359,79,235
315,358,359,153,161
315,358,365,55,253
315,358,365,138,170
315,358,365,243,65
315,358,365,304,4
315,358,365,255,53
315,358,365,157,151
315,358,365,79,229
315,358,365,153,155
315,358,55,304,314
315,358,55,255,363
315,358,55,351,267
315,358,138,243,292
315,358,138,304,231
315,358,138,255,280
315,358,138,351,184
315,358,243,304,126
315,358,243,255,175
315,358,243,351,79
315,358,243,157,273
315,358,243,79,351
315,358,243,153,277
315,358,304,255,114
315,358,304,351,18
315,358,304,157,212
315,358,304,79,290
315,358,304,153,216
315,358,255,351,67
315,358,255,157,261
315,358,255,79,339
315,358,255,153,265
315,358,351,157,165
315,358,351,79,243
315,358,351,153,169
315,358,157,153,363
315,359,365,55,254
315,359,365,138,171
315,359,365,243,66
315,359,365,304,5
315,359,365,255,54
315,359,365,157,152
315,359,365,79,230
315,359,365,153,156
315,359,55,304,315
315,359,55,255,364
315,359,55,351,268
315,359,138,243,293
315,359,138,304,232
315,359,138,255,281
315,359,138,351,185
315,359,243,304,127
315,359,243,255,176
315,359,243,351,80
315,359,243,157,274
315,359,243,79,352
315,359,243,153,278
315,359,304,255,115
315,359,304,351,19
315,359,304,157,213
315,359,304,79,291
315,359,304,153,217
315,359,255,351,68
315,359,255,157,262
315,359,255,79,340
315,359,255,153,266
315,359,351,157,166
315,359,351,79,244
315,359,351,153,170
315,359,157,153,364
315,365,55,304,321
315,365,55,351,274
315,365,138,243,299
315,365,138,304,238
315,365,138,255,287
315,365,138,351,191
315,365,243,304,133
315,365,243,255,182
315,365,243,351,86
315,365,243,157,280
315,365,243,79,358
315,365,243,153,284
315,365,304,255,121
315,365,304,351,25
315,365,304,157,219
315,365,304,79,297
315,365,304,153,223
315,365,255,351,74
315,365,255,157,268
315,365,255,79,346
315,365,255,153,272
315,365,351,157,172
315,365,351,79,250
315,365,351,153,176
315,55,138,157,75
315,55,138,79,153
315,55,138,153,79
315,55,243,79,48
315,55,255,79,36
315,55,157,79,134
315,55,157,153,60
315,55,79,153,138
315,138,243,157,53
315,138,243,79,131
315,138,243,153,57
315,138,304,79,70
315,138,255,157,41
315,138,255,79,119
315,138,255,153,45
315,138,351,79,23
315,138,157,79,217
315,138,157,153,143
315,138,79,153,221
315,243,304,157,97
315,243,304,79,175
315,243,304,153,101
315,243,255,157,146
315,243,255,79,224
315,243,255,153,150
315,243,351,157,50
315,243,351,79,128
315,243,351,153,54
315,243,157,79,322
315,243,157,153,248
315,243,79,153,326
315,304,255,351,13
315,304,255,157,207
315,304,255,79,285
315,304,255,153,211
315,304,351,157,111
315,304,351,79,189
315,304,351,153,115
315,304,157,153,309
315,255,351,157,62
315,255,351,79,140
315,255,351,153,66
315,255,157,79,334
315,255,157,153,260
315,255,79,153,338
315,351,157,153,356
315,157,79,153,240
329,330,358,55,246
329,330,358,138,163
329,330,358,243,58
329,330,358,255,46
329,330,358,157,144
329,330,358,79,222
329,330,358,153,148
329,330,359,55,245
329,330,359,138,162
329,330,359,243,57
329,330,359,255,45
329,330,359,157,143
329,330,359,79,221
329,330,359,153,147
329,330,365,55,239
329,330,365,138,156
329,330,365,243,51
329,330,365,255,39
329,330,365,157,137
329,330,365,79,215
329,330,365,153,141
329,330,55,243,361
329,330,55,304,300
329,330,55,255,349
329,330,55,351,253
329,330,138,243,278
329,330,138,304,217
329,330,138,255,266
329,330,138,351,170
329,330,138,157,364
329,330,243,304,112
329,330,243,255,161
329,330,243,351,65
329,330,243,157,259
329,330,243,79,337
329,330,243,153,263
329,330,304,255,100
329,330,304,351,4
329,330,304,157,198
329,330,304,79,276
329,330,304,153,202
329,330,255,351,53
329,330,255,157,247
329,330,255,79,325
329,330,255,153,251
329,330,351,157,151
329,330,351,79,229
329,330,351,153,155
329,330,157,153,349
329,358,359,55,273
329,358,359,138,190
329,358,359,243,85
329,358,359,304,24
329,358,359,255,73
329,358,359,157,171
329,358,359,79,249
329,358,359,153,175
329,358,365,55,267
329,358,365,138,184
329,358,365,243,79
329,358,365,304,18
329,358,365,255,67
329,358,365,157,165
329,358,365,79,243
329,358,365,153,169
329,358,55,304,328
329,358,55,351,281
329,358,138,243,306
329,358,138,304,245
329,358,138,255,294
329,358,138,351,198
329,358,243,304,140
329,358,243,255,189
329,358,243,351,93
329,358,243,157,287
329,358,243,79,365
329,358,243,153,291
329,358,304,255,128
329,358,304,351,32
329,358,304,157,226
329,358,304,79,304
329,358,304,153,230
329,358,255,351,81
329,358,255,157,275
329,358,255,79,353
329,358,255,153,279
329,358,351,157,179
329,358,351,79,257
329,358,351,153,183
329,359,365,55,268
329,359,365,138,185
329,359,365,243,80
329,359,365,304,19
329,359,365,255,68
329,359,365,157,166
329,359,365,79,244
329,359,365,153,170
329,359,55,304,329
329,359,55,351,282
329,359,138,243,307
329,359,138,304,246
329,359,138,255,295
329,359,138,351,199
329,359,243,304,141
329,359,243,255,190
329,359,243,351,94
329,359,243,157,288
329,359,243,153,292
329,359,304,255,129
329,359,304,351,33
329,359,304,157,227
329,359,304,79,305
329,359,304,153,231
329,359,255,351,82
329,359,255,157,276
329,359,255,79,354
329,359,255,153,280
329,359,351,157,180
329,359,351,79,258
329,359,351,153,184
329,365,55,304,335
329,365,55,351,288
329,365,138,243,313
329,365,138,304,252
329,365,138,255,301
329,365,138,351,205
329,365,243,304,147
329,365,243,255,196
329,365,243,351,100
329,365,243,157,294
329,365,243,153,298
329,365,304,255,135
329,365,304,351,39
329,365,304,157,233
329,365,304,79,311
329,365,304,153,237
329,365,255,351,88
329,365,255,157,282
329,365,255,79,360
329,365,255,153,286
329,365,351,157,186
329,365,351,79,264
329,365,351,153,190
329,55,138,243,3
329,55,138,157,89
329,55,138,79,167
329,55,138,153,93
329,55,243,79,62
329,55,304,79,1
329,55,255,79,50
329,55,157,79,148
329,55,157,153,74
329,55,79,153,152
329,138,243,157,67
329,138,243,79,145
329,138,243,153,71
329,138,304,157,6
329,138,304,79,84
329,138,304,153,10
329,138,255,157,55
329,138,255,79,133
329,138,255,153,59
329,138,351,79,37
329,138,157,79,231
329,138,157,153,157
329,138,79,153,235
329,243,304,255,13
329,243,304,157,111
329,243,304,79,189
329,243,304,153,115
329,243,255,157,160
329,243,255,79,238
329,243,255,153,164
329,243,351,157,64
329,243,351,79,142
329,243,351,153,68
329,243,157,79,336
329,243,157,153,262
329,243,79,153,340
329,304,255,351,27
329,304,255,157,221
329,304,255,79,299
329,304,255,153,225
329,304,351,157,125
329,304,351,79,203
329,304,351,153,129
329,304,157,153,323
329,255,351,157,76
329,255,351,79,154
329,255,351,153,80
329,255,157,79,348
329,255,157,153,274
329,255,79,153,352
329,157,79,153,254
330,358,359,55,274
330,358,359,138,191
330,358,359,243,86
330,358,359,304,25
330,358,359,255,74
330,358,359,157,172
330,358,359,79,250
330,358,359,153,176
330,358,365,55,268
330,358,365,138,185
330,358,365,243,80
330,358,365,304,19
330,358,365,255,68
330,358,365,157,166
330,358,365,79,244
330,358,365,153,170
330,358,55,304,329
330,358,55,351,282
330,358,138,243,307
330,358,138,304,246
330,358,138,255,295
330,358,138,351,199
330,358,243,304,141
330,358,243,255,190
330,358,243,351,94
330,358,243,157,288
330,358,243,153,292
330,358,304,255,129
330,358,304,351,33
330,358,304,157,227
330,358,304,79,305
330,358,304,153,231
330,358,255,351,82
330,358,255,157,276
330,358,255,79,354
330,358,255,153,280
330,358,351,157,180
330,358,351,79,258
330,358,351,153,184
330,359,365,55,269
330,359,365,138,186
330,359,365,243,81
330,359,365,304,20
330,359,365,255,69
330,359,365,157,167
330,359,365,79,245
330,359,365,153,171
330,359,55,304,330
330,359,55,351,283
330,359,138,243,308
330,359,138,304,247
330,359,138,255,296
330,359,138,351,200
330,359,243,304,142
330,359,243,255,191
330,359,243,351,95
330,359,243,157,289
330,359,243,153,293
330,359,304,255,130
330,359,304,351,34
330,359,304,157,228
330,359,304,79,306
330,359,304,153,232
330,359,255,351,83
330,359,255,157,277
330,359,255,79,355
330,359,255,153,281
330,359,351,157,181
330,359,351,79,259
330,359,351,153,185
330,365,55,304,336
330,365,55,351,289
330,365,138,243,314
330,365,138,304,253
330,365,138,255,302
330,365,138,351,206
330,365,243,304,148
330,365,243,255,197
330,365,243,351,101
330,365,243,157,295
330,365,243,153,299
330,365,304,255,136
330,365,304,351,40
330,365,304,157,234
330,365,304,79,312
330,365,304,153,238
330,365,255,351,89
330,365,255,157,283
330,365,255,79,361
330,365,255,153,287
330,365,351,157,187
330,365,351,79,265
330,365,351,153,191
330,55,138,243,4
330,55,138,157,90
330,55,138,79,168
330,55,138,153,94
330,55,243,79,63
330,55,304,79,2
330,55,255,79,51
330,55,157,79,149
330,55,157,153,75
330,55,79,153,153
330,138,243,157,68
330,138,243,79,146
330,138,243,153,72
330,138,304,157,7
330,138,304,79,85
330,138,304,153,11
330,138,255,157,56
330,138,255,79,134
330,138,255,153,60
330,138,351,79,38
330,138,157,79,232
330,138,157,153,158
330,138,79,153,236
330,243,304,255,14
330,243,304,157,112
330,243,304,79,190
330,243,304,153,116
330,243,255,157,161
330,243,255,79,239
330,243,255,153,165
330,243,351,157,65
330,243,351,79,143
330,243,351,153,69
330,243,157,79,337
330,243,157,153,263
330,243,79,153,341
330,304,255,351,28
330,304,255,157,222
330,304,255,79,300
330,304,255,153,226
330,304,351,157,126
330,304,351,79,204
330,304,351,153,130
330,304,157,153,324
330,255,351,157,77
330,255,351,79,155
330,255,351,153,81
330,255,157,79,349
330,255,157,153,275
330,255,79,153,353
330,157,79,153,255
358,359,365,55,297
358,359,365,138,214
358,359,365,243,109
358,359,365,304,48
358,359,365,255,97
358,359,365,351,1
358,359,365,157,195
358,359,365,79,273
358,359,365,153,199
